sample,welch_t
1554,-10.0879
1555,-8.27003
1556,-10.5263
1557,-10.9025
1558,-10.0106
1559,-9.16202
1560,-9.52923
1561,-11.2368
1562,-9.12569
1563,-7.57839
1564,-9.43308
1565,-12.1939
1566,-9.09997
1567,-8.87673
1568,-10.0575
1569,-11.6014
1570,-7.05061
1571,-8.65074
1572,-9.71632
1573,-10.1551
1574,-11.8206
1575,-10.9677
1576,-8.49319
1577,-7.74238
1578,-10.2482
1579,-9.18012
1580,-11.6241
1581,-10.7163
1582,-10.375
1583,-8.91777
1584,-10.9818
1585,-10.4944
1586,-7.14517
1587,-10.378
1588,-11.6923
1589,-11.1015
1590,-9.74874
1591,-10.3149
1592,-10.816
1593,-10.404
1594,-7.65079
1595,-10.1248
1596,-9.97542
1597,-11.0628
1598,-12.1472
1599,-11.3717
1600,-10.7804
1601,-8.39884
1602,-9.13582
1603,-11.914
1604,-10.5084
1605,-10.2048
1606,-12.736
1607,-11.7256
1608,-9.61418
1609,-7.83321
1610,-12.7021
1611,-11.5413
1612,-10.2552
1613,-10.7023
1614,-11.4163
1615,-12.0304
1616,-10.9917
1617,-8.48895
1618,-10.4593
1619,-13.2943
1620,-10.2449
1621,-10.8456
1622,-11.0676
1623,-12.9684
1624,-12.5367
1625,-8.03121
1626,-11.4082
1627,-9.49514
1628,-12.0895
1629,-13.1214
1630,-12.1221
1631,-10.0362
1632,-11.5737
1633,-10.4359
1634,-11.4692
1635,-10.2083
1636,-11.8238
1637,-13.2917
1638,-11.6368
1639,-11.7159
1640,-10.13
1641,-11.305
1642,-12.8936
1643,-11.1534
1644,-11.8569
1645,-13.7234
1646,-10.2797
1647,-10.2841
1648,-11.359
1649,-13.3999
1650,-11.5268
1651,-10.7325
1652,-11.6405
1653,-12.3345
1654,-12.8724
1655,-14.2767
1656,-10.1483
1657,-11.1949
1658,-12.8321
1659,-12.9199
1660,-13.5565
1661,-11.5904
1662,-13.3014
1663,-12.8776
1664,-9.41502
1665,-12.089
1666,-11.7408
1667,-13.2864
1668,-13.641
1669,-13.0314
1670,-12.5772
1671,-10.429
1672,-9.99969
1673,-14.5738
1674,-14.6423
1675,-13.2042
1676,-12.071
1677,-12.8567
1678,-13.3613
1679,-12.4758
1680,-11.7921
1681,-13.4021
1682,-13.4361
1683,-12.9576
1684,-12.9228
1685,-13.3252
1686,-14.8988
1687,-10.6355
1688,-11.0716
1689,-14.0677
1690,-14.9706
1691,-13.0013
1692,-12.6844
1693,-14.6825
1694,-14.4716
1695,-8.95277
1696,-12.5072
1697,-13.1898
1698,-13.528
1699,-15.8864
1700,-13.5623
1701,-12.1295
1702,-10.8934
1703,-13.0427
1704,-14.3687
1705,-13.715
1706,-14.3902
1707,-13.4733
1708,-13.7274
1709,-14.6977
1710,-13.0349
1711,-9.97302
1712,-15.5096
1713,-14.6532
1714,-13.9943
1715,-12.6244
1716,-14.8219
1717,-15.3878
1718,-10.762
1719,-9.9263
1720,-13.6941
1721,-13.9697
1722,-13.4061
1723,-14.3862
1724,-15.1104
1725,-14.6022
1726,-10.562
1727,-11.1446
1728,-13.937
1729,-14.632
1730,-14.6587
1731,-13.5659
1732,-13.882
1733,-13.4733
1734,-12.5992
1735,-14.52
1736,-12.3586
1737,-13.8477
1738,-15.8931
1739,-13.4835
1740,-13.9874
1741,-13.3839
1742,-11.6541
1743,-14.6095
1744,-15.0033
1745,-13.2534
1746,-13.0451
1747,-15.4797
1748,-14.9181
1749,-14.4628
1750,-10.3135
1751,-15.0624
1752,-12.2325
1753,-15.0087
1754,-14.9078
1755,-15.2334
1756,-13.3662
1757,-13.5352
1758,-12.6686
1759,-13.2508
1760,-14.6096
1761,-14.845
1762,-14.8587
1763,-14.7133
1764,-14.7168
1765,-12.8229
1766,-13.8168
1767,-14.0009
1768,-14.7868
1769,-15.2435
1770,-14.85
1771,-13.2958
1772,-13.5315
1773,-14.1445
1774,-14.9062
1775,-14.0614
1776,-14.3955
